,id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
271,US20120041550A1,Methods and Apparatus for Endovascular Heart Valve Replacement Comprising Tissue Grasping Elements ,"Sadra Medical, Inc.","Amr Salahieh, Daniel Hildebrand, Tom Saul",2003-12-23,2011-10-26,2012-02-16,,https://patents.google.com/patent/US20120041550A1/en
272,US20130237948A1,Devices for regulation of blood pressure and heart rate ,"Enteromedics, Inc.","Adrianus P. Donders, Katherine S. Tweden, Mark B. Knudson, Arnold W. Thornton",2012-03-07,2013-03-04,2013-09-12,,https://patents.google.com/patent/US20130237948A1/en
273,US8461135B2,Boron-containing small molecules as anti-inflammatory agents ,"Anacor Pharmaceuticals, Inc.","Tsutomu Akama, Yong-Kang Zhang, Charles Z. Ding, Jacob J. Plattner, Kirk R. Maples, Yvonne Freund, Virginia Sanders, Yi Xia, Stephen J. Baker, James A. Nieman, Xiaosong Lu, Marcelo Sales, Rashmi Sharma, Rajeshwar Singh, Robert T. Jacobs, Daitao Chen, Michael Richard Kevin Alley",2008-03-06,2011-09-19,2013-06-11,2013-06-11,https://patents.google.com/patent/US8461135B2/en
274,US20110264184A1,Sleeve and tubing device for restricting and constricting aneurysms and a system and method for using such a device ,Paul Heltai,Paul Heltai,2010-04-26,2011-04-15,2011-10-27,,https://patents.google.com/patent/US20110264184A1/en
275,US20120130226A1,Automated methods and systems for vascular plaque detection and analysis ,"Huizenga Joel T, Anderson Russell W, Thomas Woodley Brotherton","Joel T. Huizenga, Russell W. Anderson, Thomas Woodley Brotherton",2003-08-21,2011-11-15,2012-05-24,,https://patents.google.com/patent/US20120130226A1/en
276,US20150158587A1,Mechanisms for Lowering a Payload to the Ground from a UAV ,Google Inc.,"William Graham Patrick, James Ryan Burgess, Andrew Conrad",2013-08-26,2013-08-26,2015-06-11,,https://patents.google.com/patent/US20150158587A1/en
277,WO2015002754A2,Novel bicyclic bromodomain inhibitors ,Zenith Epigenetics Corp.,"Bryan Cordell DUFFY, Shuang Liu, John Frederick QUINN, Ruifang WANG, May Xiaowu Jiang, Gregory Scott MARTIN, Gregory Steven WAGNER, Peter Ronald Young",2013-06-21,2014-06-20,2015-01-08,,https://patents.google.com/patent/WO2015002754A2/en
278,WO2012019076A1,Compositions and methods for preventing and treating cardiac ischemia/reperfusion injury ,"The Trustees Of Columbia University In The City Of New York, Université Montpellier","Andrew R. Marks, Alain Lacampagne, Jérémy FAUCONNIER",2010-08-06,2011-08-05,2012-02-09,,https://patents.google.com/patent/WO2012019076A1/en
279,US20120150244A1,Integrated Resuscitation ,"Freeman Gary A, Mark Totman","Gary A. Freeman, Mark Totman",2004-09-30,2011-10-12,2012-06-14,,https://patents.google.com/patent/US20120150244A1/en
280,US20120121758A1,Allergen-free compositions ,Becker Laura Lane,Laura Lane BECKER,2010-11-12,2011-11-14,2012-05-17,,https://patents.google.com/patent/US20120121758A1/en
281,US20120029627A1,Methods and Apparatus for Endovascular Heart Valve Replacement Comprising Tissue Grasping Elements ,"Sadra Medical, Inc.","Amr Salahieh, Daniel Hildebrand, Tom Saul",2003-12-23,2011-09-22,2012-02-02,,https://patents.google.com/patent/US20120029627A1/en
282,US20120065897A1,Predicting risk of major adverse cardiac events ,"Snider James V, Heyman Eugene R","James V. Snider, Eugene R. Heyman",2008-04-18,2011-11-18,2012-03-15,,https://patents.google.com/patent/US20120065897A1/en
283,CA2809911A1,"Bicyclic aza heterocycles, and use thereof ","Markus Follmann, Johannes-Peter Stasch, Gorden Redlich, Jens Ackerstaff, Nils Griebenow, Andreas Knorr, Frank Wunder, Volkhart Min-Jian Li, Lars Baerfacker, Stefan Weigand, Bayer Intellectual Property Gmbh","Markus Follmann, Johannes-Peter Stasch, Gorden Redlich, Jens Ackerstaff, Nils Griebenow, Andreas Knorr, Frank Wunder, Volkhart Min-Jian Li, Lars Baerfacker, Stefan Weigand",2010-09-03,2011-08-31,2012-03-08,,https://patents.google.com/patent/CA2809911A1/en
284,US8512548B2,Measurement and uses of oxidative status ,"Luoxis Diagnostics, Inc.","David Bar-Or, Raphael Bar-Or",2007-05-18,2012-08-31,2013-08-20,2013-08-20,https://patents.google.com/patent/US8512548B2/en
285,US20140073976A1,Systems and methods for estimating ischemia and blood flow characteristics from vessel geometry and physiology ,"Heartflow, Inc.","Timothy FONTE, Gilwoo Choi, Leo Grady, Michael Singer",2012-09-12,2013-05-16,2014-03-13,,https://patents.google.com/patent/US20140073976A1/en
286,WO2013059725A1,Quantification of adaptive immune cell genomes in a complex mixture of cells ,"Adaptive Biotechnologies Corporation, Fred Hutchinson Cancer Research Center","Harlan S. Robins, Robert J. LIVINGSTON, Jason H. BIELAS",2011-10-21,2012-10-19,2013-04-25,,https://patents.google.com/patent/WO2013059725A1/en
287,US20120330409A1,Methods and Apparatus for Endovascularly Replacing a Patient's Heart Valve ,"Sadra Medical, Inc.","Ulrich R. Haug, Hans F. Valencia, Robert A. Geshlider, Tom Saul, Amr Salahieh, Dwight P. Morejohn",2003-12-23,2012-08-22,2012-12-27,,https://patents.google.com/patent/US20120330409A1/en
288,CN102362881A,Method for preparing ginkgo and American ginseng preparation ,????????????,"??, ???, ???, ???, ???, ??, ???, ??",2011-10-31,2011-10-31,2012-02-29,,https://patents.google.com/patent/CN102362881A/en
289,US20150086603A1,Dual-targeted drug carriers ,Abbott Cardiovascular Systems Inc.,"Syed F.A. Hossainy, Dariush Davalian, Jinping Wan, Hong Ma",2007-12-05,2014-12-01,2015-03-26,,https://patents.google.com/patent/US20150086603A1/en
290,US20120289793A1,Continuous Monitoring of Stress Using Accelerometer Data ,Fujitsu Limited,"Jawahar Jain, David Loren Marvit, B. Thomas Adler, Rajalakshmi Balakrishnan, Alexander Gilman, Stergois Stergiou",2011-05-13,2011-05-13,2012-11-15,,https://patents.google.com/patent/US20120289793A1/en
291,US20110208106A1,Method and apparatus for ultrafiltration of blood ,"Chf Solutions, Inc.","Howard R. Levin, Mark Gelfand, John O'Mahony, Hans-Dietrich Polaschegg",2000-05-23,2011-05-02,2011-08-25,,https://patents.google.com/patent/US20110208106A1/en
292,WO2012087241A1,Method of purifying exosomes ,"Agency For Science, Technology And Research",Sai Kiang Lim,2010-12-20,2011-12-19,2012-06-28,,https://patents.google.com/patent/WO2012087241A1/en
293,US8246548B2,Ischemic conditioning for improved athletic performance ,"Morteza Naghavi, Albert Andrew Yen, Haider Ali Hassan, Panthagani David S","Morteza Naghavi, Albert Andrew Yen, Haider Ali Hassan, David S. Panthagani",2007-11-25,2011-09-11,2012-08-21,2012-08-21,https://patents.google.com/patent/US8246548B2/en
294,US8909391B1,Responsive navigation of an unmanned aerial vehicle to a remedial facility ,Google Inc.,"Eric Peeters, Eric Teller, William Graham Patrick",2012-12-28,2012-12-28,2014-12-09,2014-12-09,https://patents.google.com/patent/US8909391B1/en
295,US20140100128A1,Use of markers in the identification of cardiotoxic agents and in the diagnosis and monitoring of cardiomyopathy and cardiovascular disease ,Berg Llc,"Niven Rajin Narain, Rangaprasad Sarangarajan, Vivek K. Vishnudas, Michael Andrew Kiebish",2012-09-12,2013-09-12,2014-04-10,,https://patents.google.com/patent/US20140100128A1/en
296,US20110257494A1,Sub-micron surface plasmon resonance sensor systems ,"Glazier James A, Dragos Amarie","James A. Glazier, Dragos Amarie",2005-12-16,2011-06-13,2011-10-20,,https://patents.google.com/patent/US20110257494A1/en
297,WO2011127288A2,"Methods and uses of nur77 and nur77 agonists to modulate macrophages and monocytes, and treat inflammation, inflammatory disease and cardiovascular disease ",La Jolla Institute For Allergy And Immunology,"Catherine C. Hedrick, Klaus Ley, Richard Hanna, Iftach Shaked",2010-04-07,2011-04-07,2011-10-13,,https://patents.google.com/patent/WO2011127288A2/en
298,US20120053073A1,Methods for Detecting Signatures of Disease or Conditions in Bodily Fluids ,President And Fellows Of Harvard College,Amin I. Kassis,2010-07-23,2011-07-22,2012-03-01,,https://patents.google.com/patent/US20120053073A1/en
299,US20140089836A1,Interactive graphical user interfaces for implementing personalized health and wellness programs ,"Md Revolution, Inc.","Samir B. Damani, Vincent Valentino, Pratik Patel",2012-09-21,2013-09-23,2014-03-27,,https://patents.google.com/patent/US20140089836A1/en
300,US20110289608A1,Antisense modulation of interleukins 17 and 23 signaling ,"Avi Biopharma, Inc.","Frederick J. Schnell, Patrick L. Iversen, Dan V. Mourich",2010-05-13,2011-05-13,2011-11-24,,https://patents.google.com/patent/US20110289608A1/en
301,WO2012021796A2,Novel cyclosporin derivatives for the treatment and prevention of a viral infection ,"S&T Global, Inc.","Zhennian Huang, Zhengyu Long, Zhuang Su, Suizhou Yang",2010-08-12,2011-08-12,2012-02-16,,https://patents.google.com/patent/WO2012021796A2/en
302,US20150320808A1,Bifidobacteria for treating cardiac conditions ,Dupont Nutrition Biosciences Aps,"Rémy Burcelin, Didier Carcano, Sampo Lahtinen, Lotta STENMAN, John KONHILAS",2009-06-19,2015-07-16,2015-11-12,,https://patents.google.com/patent/US20150320808A1/en
303,US8571664B2,Measurement of patient physiological parameters ,"Cvrx, Inc.","Russell Eugene Anderson, Nadim Yared, John Charles Stroebel, Robert S Kieval, Steve Check, Eric Lovett",2007-12-28,2012-11-20,2013-10-29,2013-10-29,https://patents.google.com/patent/US8571664B2/en
304,US20140114618A1,Systems and methods for numerically evaluating vasculature ,"Timothy A. Fonte, Jonathan Tang, Gilwoo Choi","Timothy A. Fonte, Jonathan Tang, Gilwoo Choi",2012-10-19,2012-10-19,2014-04-24,,https://patents.google.com/patent/US20140114618A1/en
305,US8690578B1,"Mobile computing weight, diet, nutrition, and exercise tracking system with enhanced feedback and data acquisition functionality ","Mark E. Nusbaum, Vincent Pera, Jr.","Mark E. Nusbaum, Vincent Pera, Jr., Jan E. Rhoads, Jennifer L. Nusbaum",2013-01-03,2013-01-03,2014-04-08,2014-04-08,https://patents.google.com/patent/US8690578B1/en
306,US20110257545A1,Imaging based symptomatic classification and cardiovascular stroke risk score estimation ,Suri Jasjit S,Jasjit S. Suri,2010-04-20,2011-03-22,2011-10-20,,https://patents.google.com/patent/US20110257545A1/en
307,US20150038860A1,Method and system for modeling blood flow with boundary conditions for optimized diagnostic performance ,"Heartflow, Inc.","Timothy A. Fonte, Charles A. Taylor, Hyun Jin Kim, Sophie KHEM",2013-07-30,2014-07-30,2015-02-05,,https://patents.google.com/patent/US20150038860A1/en
308,US20120022642A1,Methods and Apparatus for Endovascularly Replacing a Patient's Heart Valve ,Sadra Medical Inc.,"Ulrich R. Haug, Hans F. Valencia, Robert A. Geshlider, Tom Saul, Amr Salahieh, Dwight P. Morejohn",2003-12-23,2011-07-28,2012-01-26,,https://patents.google.com/patent/US20120022642A1/en
309,US20110245633A1,Devices and methods for treating psychological disorders ,Neumitra LLC,"Robert Goldberg, Shailendra Yadav",2010-03-04,2011-03-04,2011-10-06,,https://patents.google.com/patent/US20110245633A1/en
310,WO2014197822A2,"Modular physiologic monitoring systems, kits, and methods ","Tricord Holdings, L.L.C.","Landy Toth, Robert Schwartz, Chris PULLING, Roy Martin",2013-06-06,2014-06-06,2014-12-11,,https://patents.google.com/patent/WO2014197822A2/en
311,US20110230552A1,Use of dronedarone for the preparation of a medicament for the prevention of stroke or transient ischemic attack ,Sanofi-Aventis,"Christophe Gaudin, Nacéra HAMDANI, Davide RADZIK, Martin VAN EICKELS",2008-08-07,2011-02-04,2011-09-22,,https://patents.google.com/patent/US20110230552A1/en
312,US20120290023A1,"Method, device and system for modulating an activity of brown adipose tissue in a vertebrate subject ","Searete Llc, A Limited Liability Corporation Of The State Of Delaware","Edward S. Boyden, Roderick A. Hyde, Muriel Y. Ishikawa, Edward K.Y. Jung, Eric C. Leuthardt, Stephen L. Malaska, Elizabeth A. Sweeney, Lowell L. Wood, JR.",2011-05-09,2011-05-09,2012-11-15,,https://patents.google.com/patent/US20120290023A1/en
313,WO2011159840A2,"Phenylthioacetate compounds, compositions and methods of use ","Ardea Biosciences, Inc.","Samedy Ouk, Jean-Michel Vernier, Esmir Gunic",2010-06-16,2011-06-15,2011-12-22,,https://patents.google.com/patent/WO2011159840A2/en
314,US20140012065A1,Catheter pump ,Thoratec Corporation,"Keif M. Fitzgerald, Richard L. Keenan, William J. Harrison",2012-07-03,2013-03-13,2014-01-09,,https://patents.google.com/patent/US20140012065A1/en
315,WO2011139371A1,Monitoring health and disease status using clonotype profiles ,"Sequenta, Inc.","Malek Faham, Thomas Willis",2010-05-06,2011-05-04,2011-11-10,,https://patents.google.com/patent/WO2011139371A1/en
316,US20110251246A1,Small molecule inhibitors of muc1 and methods of identifying the same ,"Kufe Donald W, Surender Kharbanda","Donald W. Kufe, Surender Kharbanda",2010-03-15,2011-03-10,2011-10-13,,https://patents.google.com/patent/US20110251246A1/en
317,US20120212596A1,"System, Device, and Method for Remote Monitoring and Servicing ",Michael Mathur,Michael Mathur,2003-05-30,2012-05-02,2012-08-23,,https://patents.google.com/patent/US20120212596A1/en
318,US20130343585A1,Multisensor hearing assist device for health ,Broadcom Corporation,"James D. Bennett, John Walley",2012-06-20,2012-09-20,2013-12-26,,https://patents.google.com/patent/US20130343585A1/en
319,US20120329749A1,Methods Of Preventing Or Treating Disease States Related To Certain Metabolic Abnormalities ,"Stephen Albert Lonnie Smith, Jeffrey Lynn Barringer, Craig Jay Brown, Gilberto Sanchez, Stephanie Michelle Ott, Brian Buell","Stephen Albert Lonnie Smith, Jeffrey Lynn Barringer, Craig Jay Brown, Gilberto Sanchez, Stephanie Michelle Ott, Brian Buell",2011-06-21,2012-06-20,2012-12-27,,https://patents.google.com/patent/US20120329749A1/en
320,WO2012156537A2,Lysine demethylase inhibitors for thrombosis and cardiovascular diseases ,"Oryzon Genomics, S.A.","Tamara Maes, Pedemonte Marc Martinell",2011-05-19,2012-05-21,2012-11-22,,https://patents.google.com/patent/WO2012156537A2/en
321,US20140275757A1,"Translation Catheters, Systems, and Methods of Use Thereof ","Mitralign, Inc.","Jonathan Goodwin, Michael Sutherland, Morgan House, Richard Morrill, Matt Guimond, Chirstopher Lee, Kate Cutuli, Nareak Douk",2013-03-15,2014-03-14,2014-09-18,,https://patents.google.com/patent/US20140275757A1/en
322,US20150223731A1,"Systems, environment and methods for identification and analysis of recurring transitory physiological states and events using a wearable data collection device ",Nedim T. SAHIN,Nedim T. SAHIN,2013-10-09,2015-04-22,2015-08-13,,https://patents.google.com/patent/US20150223731A1/en
323,WO2011146902A1,Bi-specific fusion proteins ,"Merrimack Pharmaceuticals, Inc.","Ulrik Nielsen, Thomas Wickham, Birgit Schoeberl, Brian Harms, Bryan Linggi, Matthew Onsum, Byron Delabarre, Shaun M. Lippow",2010-05-21,2011-05-20,2011-11-24,,https://patents.google.com/patent/WO2011146902A1/en
324,US20130028857A1,Synthetic nanocarriers comprising polymers comprising multiple immunomodulatory agents ,"Selecta Biosciences, Inc.","Yun Gao, David H. Altreuter",2011-07-29,2012-07-27,2013-01-31,,https://patents.google.com/patent/US20130028857A1/en
325,US20130218588A1,"Method, apparatus, and operating system for real-time monitoring and management of patients' health status and medical treatment regimens ","Madrigal Health, Llc","Bruce A. Kehr, Robert H. Benson, Evan Sohn, James E. Starnes, David Maurer, Davin Stowell, Dean Chapman, David Farrage, Irwin D. Baumel, David S. Stempler",1997-03-07,2013-03-15,2013-08-22,,https://patents.google.com/patent/US20130218588A1/en
326,US8497301B2,Hydroxyl compounds and compositions for cholesterol management and related uses ,"Esperion Therapeutics, Inc.","Jean-Louis Henri Dasseux, Carmen Daniela Oniciu",2003-01-23,2012-05-14,2013-07-30,2013-07-30,https://patents.google.com/patent/US8497301B2/en
327,US20130306276A1,Computing infrastructure ,David D Duchesneau,David D Duchesneau,2007-04-23,2013-07-25,2013-11-21,,https://patents.google.com/patent/US20130306276A1/en
328,US20130344085A1,"Anti-pcsk9 antibodies, formulations, dosing, and methods of use ","Genentech, Inc.","Yan Wu, Cecilia Pui Chi Chiu, Daniel K. Kirchhofer, Andrew Peterson, Ganesh A. Kolumam, Monica Kong Beltran, Paul Moran, Wei Li, Xanthe LAM, Lin LUIS, Ada HUI, Whittemore TINGLEY, John Douglas Davis, Nageshwar R. BUDHA",2012-06-15,2013-06-14,2013-12-26,,https://patents.google.com/patent/US20130344085A1/en
329,CN102145111A,Traditional Chinese medicine composition for treating colpitis mycotica and preparation method of traditional Chinese medicine composition ,???,"???, ???, ??",2011-04-18,2011-04-18,2011-08-10,,https://patents.google.com/patent/CN102145111A/en
330,US20110250134A1,Sustained release nitric oxide from long lived circulating nanoparticles ,"Pedro Cabrales, Adam Friedman, Friedman Joel M","Pedro Cabrales, Adam Friedman, Joel M. Friedman",2010-04-13,2011-04-13,2011-10-13,,https://patents.google.com/patent/US20110250134A1/en
331,US20130297347A1,Physician and clinical documentation specialist workflow integration ,"Nuance Communications, Inc.","Timothy Cardoza, James R. Flanagan, Brian P. Boyer",2011-02-18,2013-06-18,2013-11-07,,https://patents.google.com/patent/US20130297347A1/en
332,WO2013071169A1,Acc inhibitors and uses thereof ,"Nimbus Apollo, Inc.","Geraldine C. Harriman, Craig E. Masse, James Harwood, Sathesh Bhat, Jeremy Robert Greenwood",2011-11-11,2012-11-09,2013-05-16,,https://patents.google.com/patent/WO2013071169A1/en
